x,y,ux,uy,fintx,finty,bcx,bcy,ux_orig,uy_orig
0.1,0.0,0.016618842022580793,0.0,-1.4741063567285523e-11,-0.010406724096193623,0,3,0.01584039049399444,0.0
1.6684e-15,0.1,0.0,0.024051476455497323,-0.010579413293796663,1.035426898301356e-13,1,0,0.0,0.02423221600051848
0.0,1.0,0.0,0.101,-0.006107168604433766,0.006294501792398512,1,4,0.0,0.101
1.0,1.0,0.0505,0.101,0.005778694805921544,0.00628686886980214,2,4,0.0505,0.101
1.0,0.0,0.0505,0.0,0.0058633318098285725,-0.006633241872708642,2,3,0.0505,0.0
0.09807850000000001,0.019509,0.015998782640963327,0.005057416696217842,-2.3843247119520117e-11,1.1471205712751396e-11,0,0,0.01568297765864262,0.005137292358715038
0.092388,0.0382683,0.014608098008466186,0.010115413018866093,-2.4761163063512223e-11,1.348955972965693e-11,0,0,0.014766478380982603,0.009855438299474707
0.083147,0.055557,0.012843144111684524,0.014445134162087925,-2.1951157905264477e-11,9.494603887827411e-12,0,0,0.013166924499500335,0.014046211828322481
0.0707107,0.0707107,0.01078933106327895,0.017967533703995286,-1.524836203484203e-11,1.3468002754701838e-12,0,0,0.010986373354789355,0.017458663809717882
0.055557,0.083147,0.008440833407803439,0.020776930905412883,-1.283842953822556e-11,4.5362971191897924e-12,0,0,0.008559979194782534,0.02051168756175647
0.0382683,0.092388,0.0058271537454857025,0.02295575898824609,-6.981074355746908e-12,1.0746061158972697e-12,0,0,0.005854731767458776,0.022648742986634
0.019509,0.09807850000000001,0.0030180557478161063,0.024330509735591477,-2.5469306568284833e-12,4.919586873292081e-13,0,0,0.002984214818204893,0.02388949797113221
0.0,0.967857,0.0,0.09786222290495061,-0.012215386539821148,-6.829689001841555e-10,1,0,0.0,0.09785578183435875
0.0,0.935714,0.0,0.09498676308430731,-0.012218152718596876,6.5224569668898e-11,1,0,0.0,0.09471224269531485
0.0,0.903571,0.0,0.09189388903905638,-0.012222580624414114,-1.963973254859308e-12,1,0,0.0,0.09156998317244515
0.0,0.871429,0.0,0.08856570268108044,-0.012228156780560853,3.8986869288493153e-13,1,0,0.0,0.08842972762295974
0.0,0.8392859999999999,0.0,0.08532601677143248,-0.012237911049460303,7.404830221213745e-12,1,0,0.0,0.08529237538650923
0.0,0.807143,0.0,0.08227109360450413,-0.012248865614709385,5.0114877525597734e-12,1,0,0.0,0.08215861193713066
0.0,0.775,0.0,0.07916632830892922,-0.012262281939837392,1.8147245858801677e-12,1,0,0.0,0.07902947597488791
0.0,0.742857,0.0,0.07590438538682065,-0.01227511798231048,4.2669687227991925e-13,1,0,0.0,0.07590633480520319
0.0,0.710714,0.0,0.07268781891616527,-0.012293207683665616,-6.701254134933167e-13,1,0,0.0,0.07278626457452086
0.0,0.678571,0.0,0.06968361918552546,-0.012314941351992651,-1.0464667327125807e-12,1,0,0.0,0.06967379591397967
0.0,0.646429,0.0,0.06676815379978507,-0.012340905864907688,-9.238651510479201e-13,1,0,0.0,0.06656989512961464
0.0,0.614286,0.0,0.0637196869647596,-0.012380338901978953,-1.0871616107355209e-12,1,0,0.0,0.06347530954346688
