x,y,ux,uy,fintx,finty,bcx,bcy,ux_orig,uy_orig
0.1,0.0,0.009947848964657169,0.0,-1.3875071705189528e-11,-0.005686649161792564,0,3,0.00958345403440449,0.0
1.6684e-15,0.1,0.0,0.015106387651030673,-0.0033366831884798667,-3.529394489068093e-12,1,0,0.0,0.015509199356726868
0.0,1.0,0.0,0.051,-0.0012197858441808844,0.001788561952075301,1,4,0.0,0.051
1.0,1.0,0.0255,0.051,0.0030848837413403503,0.0038316124165302234,2,4,0.0255,0.051
1.0,0.0,0.0255,0.0,0.0011209685776404183,-0.001921297758766572,2,3,0.0255,0.0
0.09807850000000001,0.019509,0.009187167892378056,0.00285649589386594,-1.6956480720941615e-11,-1.0439082541099931e-11,0,0,0.009174849455168737,0.002875066121970467
0.092388,0.0382683,0.008218245719035622,0.005774083991127554,-2.3760595596090947e-11,-1.05887682519748e-11,0,0,0.008458947441501118,0.005607934357724147
0.083147,0.055557,0.007159795131883584,0.00837711252097506,-2.5001520927332707e-11,-1.279567966340489e-11,0,0,0.007446875002334395,0.008137334740015137
0.0707107,0.0707107,0.005977855165838264,0.010623170910548652,-2.115996462249969e-11,-1.4044550245007059e-11,0,0,0.006145707448610716,0.010301589053588234
0.055557,0.083147,0.004626265206752578,0.012555694698676234,-1.8688860355109412e-11,-1.4927616000942612e-11,0,0,0.004715319277919819,0.012386418397284068
0.0382683,0.092388,0.00313521470525302,0.014198340315488167,-1.1496461985519011e-11,-1.11618923739204e-11,0,0,0.003175408496015595,0.013962687448405123
0.019509,0.09807850000000001,0.0015956061106408015,0.015338401775807142,-5.908863513499202e-12,-6.073147898206371e-12,0,0,0.0015982889934967603,0.015011967074871055
0.0,0.967857,0.0,0.04988592988047458,-0.003094997718801052,-5.514298004761359e-10,1,0,0.0,0.04988088680107476
0.0,0.935714,0.0,0.04894750763924094,-0.0033341848882599352,-4.0071967228813565e-11,1,0,0.0,0.04866837111871944
0.0,0.903571,0.0,0.04773140804900322,-0.0034840092213943253,-5.390972607557942e-12,1,0,0.0,0.04740805588196886
0.0,0.871429,0.0,0.04624476638491615,-0.0035952781093828035,-3.3921194846076035e-13,1,0,0.0,0.04611514459951778
0.0,0.8392859999999999,0.0,0.044823238720709924,-0.003686796914698395,1.8173446688501962e-12,1,0,0.0,0.04479843995461438
0.0,0.807143,0.0,0.04356271844153525,-0.003761797220257236,1.879518459271812e-12,1,0,0.0,0.04345974688838097
0.0,0.775,0.0,0.04222730871333624,-0.003827052765727521,1.2209133443824573e-12,1,0,0.0,0.042102117729274566
