id,x,y,ux,uy,fintx,finty,bcx,bcy,ux_orig,uy_orig
846,0.5281559999999998,0.8769529999999999,0.12657025945009082,0.40127422563455184,-4.412702842016003e-17,-2.1510571102112408e-16,0,0,0.1263017139686107,0.4010714107876804
847,0.4357809999999999,0.307724,0.13450750331685413,0.171105456262012,-2.3472977034311166e-16,-8.500145032286356e-17,0,0,0.133182613077591,0.1701461104733876
848,0.4270379999999999,0.276025,0.13641683620517142,0.15709836633322993,-1.7347234759768075e-18,-2.636779683484747e-16,0,0,0.1349804618842882,0.1561006293246649
849,0.4545569999999999,0.2925519999999999,0.1393009493876889,0.1621457488508895,-1.5785983631388942e-16,2.775557561562892e-17,0,0,0.1378500248180606,0.1612107647123571
850,0.418296,0.2443259999999999,0.1386676965339575,0.14250345560867572,3.677613769070831e-16,1.249000902703301e-16,0,0,0.1370904165613905,0.1415813121972218
851,0.473333,0.27738,0.14379064743116032,0.15314297188160708,-4.466912950640279e-17,-1.5959455978986623e-16,0,0,0.1422930675149441,0.1522445596260974
852,0.473331,0.780058,0.11573604233853985,0.36375716612565157,1.951563910473908e-16,4.510281037539697e-16,0,0,0.1154816301680249,0.3634026141858389
853,0.454515,0.74528,0.1123236513521988,0.3506214385070052,-3.253690719628999e-16,1.1102230246251563e-16,0,0,0.1119923899210002,0.3500739890925915
854,0.42592,0.734854,0.10610888286828413,0.34728583531614277,-1.622237500581436e-16,5.169475958410884e-16,0,0,0.1057762252573584,0.3466658763867967
855,0.4356999999999999,0.7105019999999999,0.1089655621590282,0.3375532097488758,1.1267571077555602e-16,-1.5092094240998222e-16,0,0,0.1086226949280042,0.3368699109643006
856,0.41614,0.759206,0.10330448435524886,0.35690943049121415,-4.0969289592796005e-17,-4.735795089416683e-16,0,0,0.1029795609293196,0.3563937583508503
857,0.397324,0.7244279999999998,0.0998764552132343,0.3439700715352956,2.2264091611989834e-16,6.93889390390723e-17,0,0,0.0994945380110267,0.3433329358626633
858,0.4168839999999999,0.6757239999999999,0.10573720057163882,0.32449180224102747,-2.1109416298292766e-16,6.245004513516506e-17,0,0,0.1053775794535829,0.3238082913348694
859,0.53473,0.7821329999999999,0.12920485382528568,0.3634800793061004,5.368698107605097e-16,-1.942890293094024e-16,0,0,0.1290054937298973,0.3630931762369853
860,0.566643,0.797621,0.13593262372978643,0.3691560573060997,-4.466912950640279e-17,1.0408340855860844e-16,0,0,0.1356904776304095,0.3687921727855492
861,0.599447,0.78927,0.14319921896094456,0.3652322991511028,-2.606896361105615e-16,9.063930161978817e-17,0,0,0.1428744891598993,0.3649103487496714
862,0.5985559999999999,0.8131089999999999,0.14268548281143012,0.37486668546989677,1.783436340773402e-16,-3.4087316302944254e-16,0,0,0.1423482462761765,0.374594994590865
863,0.600338,0.7654309999999999,0.14376619847098482,0.3555555302591529,-6.919920365888732e-17,-3.8510861166685117e-16,0,0,0.1434426970454046,0.3552002521597156
864,0.632251,0.780919,0.15025174063339364,0.36136290913418634,4.417581751792188e-16,-1.5959455978986623e-16,0,0,0.1499771473329689,0.361021409736814
865,0.630469,0.828596,0.1492853379022563,0.38070214345498243,-7.619230767141882e-17,-1.457167719820518e-16,0,0,0.1489855587833651,0.3804898235349885
