2.046183493087028529e-02,1.493378284506483369e-02,3.623967044847772184e-02,2.628121080211205662e-02,1.908883226057320540e-02,4.868906353490591588e-02,3.515063140990880991e-02,2.541484359878046564e-02,1.840171078246951100e-02,5.903476535211740067e-02,4.241933348338350340e-02,3.052842358690514152e-02,2.200386729779836570e-02,1.588240732429611543e-02,6.843044933270908681e-02,4.890769002155349182e-02,3.501360422630395847e-02,2.510756259188919731e-02,1.803244580913741443e-02,1.297059187394677092e-02,7.801919859658669465e-02,5.542184927651207238e-02,3.943960815897148281e-02,2.811521614864258278e-02,2.007659218587495159e-02,1.436012809478824474e-02,1.028784004490546945e-02,8.899768113143073645e-02,6.279870072308282869e-02,4.439238938321304895e-02,3.143756936925342499e-02,2.230311042284082237e-02,1.585069404712766833e-02,1.128456655887975953e-02,8.047478725207987682e-03,-3.611061112941764406e-02,-4.727287728482473805e-02,-4.272532040103520917e-02,-2.778682856929065581e-02,-5.141140738746295680e-03,2.434666315290857225e-02,6.113344068671791587e-02,4.104350695977981509e-03
1.660413921944663834e-02,1.214132890451162863e-02,2.204015784448580539e-02,1.630815866533182057e-02,1.207388540897834719e-02,2.219007298695035643e-02,1.646109403062434584e-02,1.221800883221677361e-02,9.073714811648665030e-03,2.010014652648207251e-02,1.491369604864533661e-02,1.107135539996524642e-02,8.223318255937434734e-03,6.111182866031898697e-03,1.728692312185536872e-02,1.281677221824594620e-02,9.507283318462827343e-03,7.055907736917706695e-03,5.239256647641100766e-03,3.892316588765986317e-03,1.445908090429279431e-02,1.070742423033030702e-02,7.932903000391315282e-03,5.880097956930146162e-03,4.360582730090233061e-03,3.235296670598151146e-03,2.401569403958304406e-03,1.191092056899668850e-02,8.808235812374448290e-03,6.516576306683905320e-03,4.823252241290268243e-03,3.571521264254558584e-03,2.645830125372422570e-03,1.960959521472839702e-03,1.454037403192599137e-03,-2.865239115427287153e-02,-3.301532153838893785e-02,-2.959331067914226440e-02,-2.462543239512821058e-02,-2.014395494540770909e-02,-1.658356619304589968e-02,-1.385417313343584311e-02,3.472233092301036956e-03
3.804805380849120983e-02,2.664610315645952326e-02,8.167115691839460512e-02,5.707159567021407448e-02,3.992560677556582227e-02,1.355608278053287985e-01,9.441719557157872422e-02,6.581392177783750019e-02,4.591469885828648734e-02,2.052121838344871385e-01,1.425092967684753464e-01,9.902359670960082794e-02,6.885002404830919964e-02,4.790205807617819306e-02,2.972950937722092513e-01,2.059741285400535360e-01,1.427645942628447406e-01,9.899714561962008608e-02,6.868010842495612944e-02,4.767137124031438355e-02,4.201036878434290522e-01,2.905492960041577977e-01,2.010069633402598865e-01,1.391037814717762666e-01,9.629690945120500389e-02,6.668693685869765686e-02,4.619915513454918299e-02,5.841115249490320682e-01,4.034676622686777514e-01,2.787463480748261779e-01,1.926209064234999102e-01,1.331367841908505656e-01,9.204497417596750608e-02,6.365269645492925565e-02,4.403073535277553241e-02,-8.505705273457268845e-02,-1.745249950040177189e-01,-2.842191370520092408e-01,-4.288591573151097625e-01,-6.238644804154084289e-01,-8.868748010177693875e-01,-1.239181924364572085e+00,7.113877835260364567e-03
7.025073814480774226e-03,4.696630552812232004e-03,1.773492512673204013e-02,1.182027330546812222e-02,7.905644873538619777e-03,3.476466650805169756e-02,2.314362594248373789e-02,1.543121471538924996e-02,1.030770395884726687e-02,6.159283242557150873e-02,4.103827061016696032e-02,2.736003391534690826e-02,1.825479272265363023e-02,1.219102518288474671e-02,1.028533303859682224e-01,6.866082441302880091e-02,4.584252940134163345e-02,3.061473639923387863e-02,2.045183718724570901e-02,1.366833695376087204e-02,1.647370188089367637e-01,1.102277755305234586e-01,7.375046519224262576e-02,4.934343851941237757e-02,3.301446526514024288e-02,2.209078114544258536e-02,1.478339686059816985e-02,2.555103597660325354e-01,1.713703211690094375e-01,1.149197141619935636e-01,7.705373110775060042e-02,5.165859856547345280e-02,3.462998715640911579e-02,2.321321242539759605e-02,1.555985141781689521e-02,-1.394814657192840548e-02,-2.802902670717834221e-02,-4.513099139946213922e-02,-6.792285752919358099e-02,-9.920224565696353358e-02,-1.421948658439836088e-01,-2.008417613714016947e-01,1.224621379519783178e-03
3.500789994302926089e-02,2.431208399701389675e-02,6.942149949130650699e-02,4.855078718510187630e-02,3.399409429992041043e-02,1.057106954588891840e-01,7.394857369823859550e-02,5.177292675811611539e-02,3.627948516404176649e-02,1.460740573895587535e-01,1.020827657828438928e-01,7.138333606940522325e-02,4.994868822787850576e-02,3.497457214480060445e-02,1.925751410366402516e-01,1.344233705402194390e-01,9.387334546182719841e-02,6.558679324926992849e-02,4.584703335553678288e-02,3.206575541045350586e-02,2.472578536425186213e-01,1.724167031957267171e-01,1.202671173895718260e-01,8.391954694295084005e-02,5.857858125948373074e-02,4.090584507466266811e-02,2.857685853053890460e-02,3.122478789135523236e-01,2.175584745364536610e-01,1.516176643919607825e-01,1.056887101780284444e-01,7.369202868539020956e-02,5.139656420183774665e-02,3.585735860825440408e-02,2.502433457523731142e-02,-7.941497882438849909e-02,-1.615814971582822945e-01,-2.637672615821331501e-01,-4.008098947809175527e-01,-5.876533717697141057e-01,-8.412378436996932329e-01,-1.182102878056376039e+00,6.576579653903112145e-03
1.183814625346914055e-02,8.039663217484447830e-03,2.622472118542014050e-02,1.782537633666678167e-02,1.215541785034382136e-02,4.499386156976615397e-02,3.054189863043490008e-02,2.076885628895670799e-02,1.415129730926115680e-02,7.010889155082282442e-02,4.756106352286303129e-02,3.229641900691999912e-02,2.195539909367381914e-02,1.494431109684174822e-02,1.037569991224012167e-01,7.040388728975049970e-02,4.779638981805784531e-02,3.246759069385571350e-02,2.206997577567648694e-02,1.501391109423925833e-02,1.484451844649616326e-01,1.008082314011096575e-01,6.847384290349349534e-02,4.652378130888262797e-02,3.162072266382194574e-02,2.150018337828066284e-02,1.462566241357255228e-02,2.071015628023612498e-01,1.407998450811138724e-01,9.573049982808967684e-02,6.509408367995014877e-02,4.426809377646706567e-02,3.011027908507887818e-02,2.048478986378769046e-02,1.393993677462211297e-02,-2.607487407350238262e-02,-4.941723805016651899e-02,-7.421306161812801783e-02,-1.030395449170608130e-01,-1.375240133236197981e-01,-1.787006161697376194e-01,-2.271725676335242805e-01,2.142898242537970462e-03
3.175194314940939233e-02,2.216267732087211922e-02,5.821524492590453292e-02,4.107749836013752098e-02,2.901524809173591096e-02,8.145898382815990046e-02,5.759308510567497097e-02,4.075036167909075469e-02,2.885663366988601430e-02,1.029283974448339800e-01,7.277816468252909510e-02,5.148867563118236790e-02,3.644890211139849290e-02,2.581886094062779691e-02,1.236276181557784959e-01,8.737433550820951356e-02,6.177795174640220849e-02,4.369964035648112033e-02,3.092650876263218843e-02,2.189812592147904330e-02,1.442515824755885301e-01,1.018938728583033970e-01,7.199587607562585312e-02,5.088734804743068330e-02,3.598037238626017320e-02,2.544992588981735346e-02,1.800877663669630396e-02,1.652809046536598270e-01,1.166900603090290922e-01,8.240219729231383627e-02,5.820304664294451841e-02,4.112096136194080820e-02,2.906032055307440284e-02,2.054312435283799781e-02,1.452684367707503948e-02,-6.997087357473807945e-02,-1.344903579728330967e-01,-2.087290530620594387e-01,-3.027091681100141374e-01,-4.243647948671619985e-01,-5.812974666027579396e-01,-7.818397134252208502e-01,6.066843932211799656e-03
1.626181058433940479e-02,1.121436315755332432e-02,3.239825986156327775e-02,2.242720359619429157e-02,1.556787739134826536e-02,4.973823512277143755e-02,3.440298732731939674e-02,2.383666040706283046e-02,1.654646543473402981e-02,6.932440521208546591e-02,4.789933786027866791e-02,3.313195451333392910e-02,2.294489622269350881e-02,1.591092933708559976e-02,9.200762590933457552e-02,6.353048047934144182e-02,4.389749802221262764e-02,3.035496668105518853e-02,2.100810809652930988e-02,1.455284224446796656e-02,1.185159890388988724e-01,8.181829814673075019e-02,5.650764615035246824e-02,3.904540886824037216e-02,2.699373149512791087e-02,1.867290063690745655e-02,1.292539413412702176e-02,1.495054708094026574e-01,1.032297342897017106e-01,7.129499702731875721e-02,4.925328330231045632e-02,3.403687739412642604e-02,2.352991285391501514e-02,1.627293640148099602e-02,1.125917847636471320e-02,-3.690679334677463008e-02,-6.629060353725041432e-02,-9.457235442187336694e-02,-1.248474792241979353e-01,-1.584279282880783901e-01,-1.956456169817752389e-01,-2.362453377112994357e-01,3.038019366152136264e-03
2.960078813124380342e-02,2.230784843464966860e-02,4.906995813086260927e-02,3.657665844831922697e-02,2.728009851698220273e-02,6.114408545919096383e-02,4.539526772055098996e-02,3.371693610411696795e-02,2.505381750074846259e-02,6.785571864970235678e-02,5.027046267214160813e-02,3.725363625461834693e-02,2.761614462346023702e-02,2.047878152892201181e-02,7.070727580648729360e-02,5.231501109452819931e-02,3.871442118552924361e-02,2.865594180291334420e-02,2.121593716998232057e-02,1.571174740188393745e-02,7.080337167033422252e-02,5.234613171305066426e-02,3.870392949978734842e-02,2.862059485439454737e-02,2.116740392025095313e-02,1.565788331219610668e-02,1.158471070820123183e-02,6.895126216160660237e-02,5.096022405540767686e-02,3.766281481171269291e-02,2.783570790226717537e-02,2.057379169099589344e-02,1.520765954764373082e-02,1.124239257912230082e-02,8.312176941602357830e-03,-5.415474749322612275e-02,-8.610766503309771891e-02,-1.169058525291695461e-01,-1.550179936946202430e-01,-2.039153464129038473e-01,-2.653396292072775497e-01,-3.406525263473995646e-01,6.177222201335429673e-03
2.219932400810560938e-02,1.653881612803738757e-02,4.112279118218015173e-02,2.980382919828250890e-02,2.170853426215635720e-02,5.796593167984202127e-02,4.154617935135546808e-02,2.987998894240827957e-02,2.156520890676943275e-02,7.359103855603230104e-02,5.240037582289879675e-02,3.740483828234363040e-02,2.677010131691955411e-02,1.921054940703541269e-02,8.861168058532521707e-02,6.281733371020724321e-02,4.461433367951860018e-02,3.174825527691509108e-02,2.263901769521895965e-02,1.617804921441963820e-02,1.034568373789823414e-01,7.311180944284174921e-02,5.173931019391611597e-02,3.666887541324102134e-02,2.602897249837509211e-02,1.850702641807895621e-02,1.318174095902039517e-02,1.184194188510909462e-01,8.349827007991642014e-02,5.893670111263032280e-02,4.164672115891730753e-02,2.946427686113698916e-02,2.087201109431201587e-02,1.480538971455617157e-02,1.051708891877424501e-02,-3.997382565933320364e-02,-5.066814423253158950e-02,-5.231053301402084632e-02,-5.209864322946707732e-02,-5.191346186926415474e-02,-5.162626458072185065e-02,-5.044348030206921574e-02,4.524714861142403038e-03
