x,y,ux,uy,fintx,finty,bcx,bcy,ux_orig,uy_orig
0.1,0.0,0.057986811829323415,0.0,3.006644510184647e-11,-0.020510202737286563,0,3,0.056083735802029286,0.0
1.6684e-15,0.1,0.0,0.06894152141103405,-0.035473696079603274,5.102173891713413e-12,1,0,0.0,0.06776890852372641
0.0,1.0,0.0,0.251,-0.01745385841414199,0.016600099651032908,1,4,0.0,0.251
1.0,1.0,0.1255,0.251,0.016436537976746064,0.01641825793422944,2,4,0.1255,0.251
1.0,0.0,0.1255,0.0,0.016992770217135102,-0.01755529540297955,2,3,0.1255,0.0
0.09807850000000001,0.019509,0.05759636587026762,0.014121433887339663,5.329070149572013e-11,9.08294836912682e-12,0,0,0.054525954273519486,0.015198695128944974
0.092388,0.0382683,0.05132893557311036,0.029557476966147078,3.888284659525621e-11,1.643989111510535e-11,0,0,0.05028090045873111,0.02922649823724178
0.083147,0.055557,0.043344858691853005,0.04268343028888921,2.5329910044447068e-11,2.275910189475372e-11,0,0,0.0435996957452069,0.04145287839869959
0.0707107,0.0707107,0.03511092983535491,0.0526935348243569,1.668980925684238e-11,2.1429207366918668e-11,0,0,0.03547269187047703,0.051010321050180406
0.055557,0.083147,0.026798479761055205,0.05999841776792891,1.347484797353804e-11,4.160834350674936e-11,0,0,0.02704065339565292,0.058678904483309056
0.0382683,0.092388,0.01821386535448255,0.06517425067431759,4.708768097660965e-12,3.058643009007377e-11,0,0,0.018222346458792303,0.06390695660511383
0.019509,0.09807850000000001,0.009240158389729913,0.0684025435402873,1.6134524272182205e-12,1.660915632459292e-11,0,0,0.009174996012127677,0.06689387912851671
0.0,0.967857,0.0,0.243334086775576,-0.034910699749682125,-1.384306454188522e-09,1,0,0.0,0.2433144082221849
0.0,0.935714,0.0,0.23593145360064227,-0.03491800355804143,5.281139588142469e-11,1,0,0.0,0.23563153255147967
0.0,0.903571,0.0,0.2283168723261042,-0.03492973923954606,-5.1730338762601136e-12,1,0,0.0,0.2279537527980516
0.0,0.871429,0.0,0.2204743253205379,-0.034942584444238096,7.277737440469778e-13,1,0,0.0,0.22028377781806047
0.0,0.8392859999999999,0.0,0.21272514102020068,-0.03496895689554778,8.846085322589126e-12,1,0,0.0,0.21262556634242336
0.0,0.807143,0.0,0.20517215039944858,-0.0349970120923815,6.31529377403961e-12,1,0,0.0,0.20498155904817397
0.0,0.775,0.0,0.197586200247315,-0.03503017935676951,2.909460866673541e-12,1,0,0.0,0.197355720155938
0.0,0.742857,0.0,0.1898535463406006,-0.03506210678962074,8.340585166966009e-13,1,0,0.0,0.1897529681302257
0.0,0.710714,0.0,0.18218188267201185,-0.035111149766357735,8.630249292984615e-15,1,0,0.0,0.18216172323152496
0.0,0.678571,0.0,0.17475278558049467,-0.03516563501119621,-5.133116154354411e-13,1,0,0.0,0.17459930927285947
0.0,0.646429,0.0,0.16743539310846245,-0.03523246975408856,-5.396759428233366e-13,1,0,0.0,0.16706916457998017
0.0,0.614286,0.0,0.16000261076624156,-0.03534097515615135,-6.543151437332639e-13,1,0,0.0,0.15957402614067986
0.0,0.582143,0.0,0.15243149293746683,-0.03540796780251993,-1.8452080141617697e-13,1,0,0.0,0.152132400629992
0.0,0.55,0.0,0.1448512042297807,-0.03551866599788536,-1.1273794398025673e-13,1,0,0.0,0.14474210887036368
0.0,0.517857,0.0,0.13740106095428928,-0.035648677778443404,-5.218915577476224e-14,1,0,0.0,0.13741479611726334
0.0,0.485714,0.0,0.13021712038062105,-0.03579055317874903,1.891022061162317e-14,1,0,0.0,0.1301650338955031
0.0,0.453571,0.0,0.12329522033542162,-0.03598807875329025,3.219126354370161e-14,1,0,0.0,0.12299136174533878
0.0,0.421429,0.0,0.11637236544265761,-0.03622079773589319,7.109937638638542e-14,1,0,0.0,0.11592743345784892
0.0,0.389286,0.0,0.10930524104333017,-0.03651293129193652,1.0581986675806121e-13,1,0,0.0,0.10899435908717692
0.0,0.357143,0.0,0.10243366239774332,-0.03686111621179194,2.0039699066831678e-13,1,0,0.0,0.10222325096859948
0.0,0.325,0.0,0.09606880464343703,-0.03738004885680248,1.842900831938721e-13,1,0,0.0,0.0956579812785767
0.0,0.292857,0.0,0.08996427891906933,-0.03806057126300956,2.2134724608768866e-13,1,0,0.0,0.0893606561223576
0.0,0.260714,0.0,0.0839761951165201,-0.03902382583449254,2.631575513056817e-13,1,0,0.0,0.08342040186398425
0.0,0.228571,0.0,0.07863752373668831,-0.040419581021992314,2.1719258336272418e-13,1,0,0.0,0.07797581465479633
0.0,0.196429,0.0,0.07427730498602614,-0.042916428007878045,1.9271910456364338e-13,1,0,0.0,0.07319106259918062
0.0,0.164286,0.0,0.07074427128827665,-0.047663603807674634,-1.602051824534101e-13,1,0,0.0,0.06945923737611648
0.0,0.132143,0.0,0.06880693709717889,-0.05748593840758303,-2.0724776061964438e-12,1,0,0.0,0.0673891621355494
0.96875,1.0,0.12126724980680592,0.251,2.5994405843619057e-09,0.03283726832647932,0,4,0.12172965949412418,0.251
0.9375,1.0,0.11783482373357401,0.251,1.0032768267828192e-09,0.03283837758059223,0,4,0.11795724012532673,0.251
0.90625,1.0,0.11427553798057488,0.251,3.4883644085000433e-09,0.03284018248381429,0,4,0.11418076252845098,0.251
0.875,1.0,0.11047788448013307,0.251,2.76063253903919e-09,0.03284344748863264,0,4,0.1103983104537359,0.251
0.84375,1.0,0.10663986212693999,0.251,3.787661892661231e-09,0.03284618159168851,0,4,0.1066088829964686,0.251
